_id,arrivalTime, timeBetweenArrivals, startingService, serviceTime , finishingTime
0,0.0, 0.021, 0.0, 0.139, 0.139
1,0.008, 0.008, 0.139, 0.126, 0.265
2,0.347, 0.34, 0.347, 0.496, 0.843
3,0.526, 0.179, 0.843, 0.139, 0.982
4,1.402, 0.876, 1.402, 0.147, 1.549
5,1.629, 0.227, 1.629, 0.016, 1.645
6,1.68, 0.051, 1.68, 0.367, 2.047
7,1.936, 0.256, 2.047, 0.019, 2.066
8,1.941, 0.005, 2.066, 0.265, 2.33
9,1.964, 0.023, 2.33, 0.156, 2.487
10,2.231, 0.266, 2.487, 0.017, 2.504
11,2.594, 0.363, 2.594, 0.126, 2.72
12,2.683, 0.089, 2.72, 0.342, 3.062
13,3.315, 0.632, 3.315, 0.069, 3.384
14,3.626, 0.311, 3.626, 0.137, 3.764
15,3.628, 0.002, 3.764, 0.165, 3.929
16,3.843, 0.215, 3.929, 0.027, 3.956
17,4.273, 0.43, 4.273, 0.259, 4.532
18,5.762, 1.489, 5.762, 0.018, 5.779
19,6.274, 0.512, 6.274, 0.053, 6.326
20,6.864, 0.59, 6.864, 0.107, 6.97
21,6.88, 0.016, 6.97, 0.007, 6.977
22,6.908, 0.028, 6.977, 0.016, 6.994
23,7.156, 0.248, 7.156, 0.076, 7.233
24,7.643, 0.487, 7.643, 0.057, 7.7
25,8.394, 0.751, 8.394, 1.354, 9.747
26,8.481, 0.087, 9.747, 0.623, 10.37
27,8.605, 0.124, 10.37, 0.135, 10.505
28,9.045, 0.44, 10.505, 0.04, 10.545
29,9.219, 0.174, 10.545, 0.547, 11.092
30,9.418, 0.198, 11.092, 0.173, 11.265
31,10.346, 0.928, 11.265, 0.026, 11.29
32,10.367, 0.021, 11.29, 0.738, 12.028
33,10.589, 0.223, 12.028, 0.025, 12.053
34,11.019, 0.429, 12.053, 0.482, 12.535
35,11.629, 0.61, 12.535, 0.22, 12.754
36,11.766, 0.137, 12.754, 0.13, 12.884
37,12.656, 0.89, 12.884, 0.08, 12.964
38,12.809, 0.153, 12.964, 0.84, 13.803
39,12.865, 0.056, 13.803, 0.091, 13.894
40,13.169, 0.303, 13.894, 0.505, 14.399
41,14.017, 0.849, 14.399, 0.114, 14.513
42,14.043, 0.026, 14.513, 0.017, 14.53
43,14.297, 0.254, 14.53, 0.044, 14.574
44,14.471, 0.174, 14.574, 0.288, 14.861
45,14.796, 0.324, 14.861, 0.012, 14.874
46,15.012, 0.216, 15.012, 0.07, 15.081
47,15.476, 0.464, 15.476, 0.104, 15.579
48,15.782, 0.307, 15.782, 0.086, 15.869
49,15.887, 0.104, 15.887, 0.339, 16.225
50,16.154, 0.267, 16.225, 0.517, 16.742
51,16.246, 0.093, 16.742, 0.01, 16.752
52,16.746, 0.5, 16.752, 0.771, 17.523
53,16.815, 0.069, 17.523, 0.201, 17.724
54,17.008, 0.193, 17.724, 0.109, 17.834
55,17.03, 0.022, 17.834, 0.093, 17.927
56,17.196, 0.166, 17.927, 0.037, 17.964
57,17.434, 0.238, 17.964, 0.032, 17.996
58,17.631, 0.197, 17.996, 0.291, 18.287
59,18.326, 0.695, 18.326, 0.637, 18.963
60,18.619, 0.292, 18.963, 0.052, 19.015
61,19.081, 0.462, 19.081, 0.048, 19.129
62,19.219, 0.138, 19.219, 0.152, 19.37
63,19.241, 0.022, 19.37, 0.671, 20.041
64,19.768, 0.527, 20.041, 0.107, 20.148
65,19.802, 0.033, 20.148, 0.601, 20.749
66,19.826, 0.024, 20.749, 0.007, 20.756
67,20.312, 0.486, 20.756, 0.454, 21.209
68,20.409, 0.097, 21.209, 0.056, 21.265
69,20.822, 0.413, 21.265, 0.653, 21.919
70,21.325, 0.504, 21.919, 0.064, 21.982
71,21.838, 0.512, 21.982, 0.25, 22.232
72,22.284, 0.446, 22.284, 0.332, 22.616
73,22.321, 0.037, 22.616, 0.17, 22.786
74,22.462, 0.141, 22.786, 0.195, 22.981
75,22.682, 0.22, 22.981, 0.057, 23.037
76,23.358, 0.675, 23.358, 0.026, 23.384
77,23.475, 0.117, 23.475, 0.055, 23.53
78,23.507, 0.032, 23.53, 0.11, 23.639
79,23.598, 0.091, 23.639, 0.045, 23.684
80,23.648, 0.05, 23.684, 0.36, 24.044
81,23.839, 0.191, 24.044, 0.143, 24.186
82,23.915, 0.076, 24.186, 0.594, 24.78
83,23.919, 0.003, 24.78, 0.049, 24.829
84,24.122, 0.203, 24.829, 0.411, 25.24
85,24.18, 0.058, 25.24, 0.031, 25.271
86,24.442, 0.262, 25.271, 0.118, 25.389
87,24.676, 0.235, 25.389, 0.303, 25.692
88,24.694, 0.018, 25.692, 0.365, 26.057
89,24.743, 0.049, 26.057, 0.072, 26.128
90,24.866, 0.123, 26.128, 0.03, 26.158
91,24.994, 0.128, 26.158, 0.657, 26.815
92,24.996, 0.002, 26.815, 0.049, 26.864
93,25.419, 0.423, 26.864, 0.452, 27.315
94,25.734, 0.314, 27.315, 0.123, 27.439
95,26.555, 0.822, 27.439, 0.057, 27.495
96,26.722, 0.167, 27.495, 0.236, 27.731
97,26.886, 0.164, 27.731, 0.149, 27.88
98,27.055, 0.169, 27.88, 0.44, 28.32
99,27.348, 0.294, 28.32, 0.594, 28.914
100,27.399, 0.051, 28.914, 0.046, 28.959
101,27.52, 0.121, 28.959, 0.171, 29.13
102,27.684, 0.164, 29.13, 0.025, 29.156
103,27.957, 0.272, 29.156, 0.918, 30.074
104,28.109, 0.152, 30.074, 0.125, 30.199
105,28.378, 0.269, 30.199, 0.103, 30.302
106,28.649, 0.271, 30.302, 0.135, 30.437
107,28.909, 0.26, 30.437, 0.003, 30.44
108,28.974, 0.065, 30.44, 0.021, 30.461
109,29.191, 0.216, 30.461, 0.245, 30.706
110,29.217, 0.026, 30.706, 0.436, 31.141
111,29.326, 0.109, 31.141, 0.025, 31.167
112,29.423, 0.097, 31.167, 0.207, 31.374
113,29.474, 0.051, 31.374, 0.133, 31.507
114,29.529, 0.054, 31.507, 0.141, 31.648
115,29.616, 0.087, 31.648, 0.227, 31.875
116,29.644, 0.028, 31.875, 0.009, 31.885
117,30.007, 0.363, 31.885, 0.042, 31.927
118,30.103, 0.096, 31.927, 0.057, 31.984
119,30.528, 0.425, 31.984, 0.011, 31.995
120,30.82, 0.292, 31.995, 0.1, 32.095
121,31.456, 0.637, 32.095, 0.639, 32.734
122,31.49, 0.034, 32.734, 0.187, 32.921
123,31.544, 0.054, 32.921, 0.033, 32.954
124,31.546, 0.002, 32.954, 0.007, 32.961
125,31.598, 0.053, 32.961, 0.016, 32.977
126,31.623, 0.024, 32.977, 0.074, 33.051
127,32.075, 0.452, 33.051, 0.022, 33.073
128,32.24, 0.165, 33.073, 0.08, 33.153
129,32.39, 0.15, 33.153, 0.004, 33.157
130,32.399, 0.009, 33.157, 0.017, 33.174
131,32.402, 0.003, 33.174, 0.176, 33.349
132,32.454, 0.052, 33.349, 0.203, 33.552
133,32.675, 0.221, 33.552, 0.245, 33.797
134,32.963, 0.289, 33.797, 0.075, 33.872
135,33.206, 0.243, 33.872, 0.137, 34.009
136,33.459, 0.253, 34.009, 0.088, 34.097
137,33.487, 0.028, 34.097, 0.412, 34.509
138,33.702, 0.215, 34.509, 0.131, 34.64
139,34.367, 0.665, 34.64, 0.007, 34.647
140,34.627, 0.259, 34.647, 0.009, 34.656
141,34.959, 0.332, 34.959, 0.216, 35.175
142,35.343, 0.385, 35.343, 0.172, 35.515
143,35.435, 0.091, 35.515, 0.102, 35.618
144,36.034, 0.599, 36.034, 0.003, 36.037
145,36.08, 0.046, 36.08, 0.334, 36.414
146,36.172, 0.093, 36.414, 0.631, 37.044
147,36.281, 0.109, 37.044, 0.208, 37.253
148,36.335, 0.054, 37.253, 0.41, 37.663
149,36.488, 0.153, 37.663, 0.022, 37.685
150,36.523, 0.035, 37.685, 0.077, 37.762
151,36.523, 0.0, 37.762, 0.107, 37.869
152,36.625, 0.102, 37.869, 0.441, 38.31
153,37.009, 0.384, 38.31, 0.47, 38.78
154,37.076, 0.067, 38.78, 0.262, 39.042
155,37.219, 0.143, 39.042, 0.17, 39.212
156,37.351, 0.133, 39.212, 0.06, 39.273
157,37.554, 0.202, 39.273, 0.602, 39.874
158,37.586, 0.032, 39.874, 0.492, 40.366
159,38.241, 0.655, 40.366, 0.003, 40.369
160,38.64, 0.399, 40.369, 0.148, 40.517
161,38.656, 0.016, 40.517, 0.298, 40.815
162,38.893, 0.237, 40.815, 0.053, 40.868
163,39.597, 0.705, 40.868, 0.021, 40.889
164,40.447, 0.849, 40.889, 0.287, 41.176
165,40.499, 0.052, 41.176, 0.092, 41.268
166,41.256, 0.757, 41.268, 0.01, 41.278
167,41.283, 0.027, 41.283, 0.14, 41.423
168,41.35, 0.067, 41.423, 0.096, 41.52
169,41.825, 0.476, 41.825, 0.763, 42.588
170,42.015, 0.189, 42.588, 0.108, 42.696
171,42.566, 0.551, 42.696, 0.14, 42.836
172,43.007, 0.441, 43.007, 0.143, 43.149
173,43.061, 0.054, 43.149, 0.035, 43.184
174,43.394, 0.334, 43.394, 0.069, 43.463
175,43.423, 0.029, 43.463, 0.458, 43.921
176,44.302, 0.879, 44.302, 0.092, 44.394
177,44.623, 0.321, 44.623, 0.13, 44.753
178,44.944, 0.321, 44.944, 0.241, 45.185
179,45.145, 0.201, 45.185, 0.029, 45.214
180,45.621, 0.476, 45.621, 0.037, 45.658
181,46.107, 0.486, 46.107, 0.125, 46.231
182,46.146, 0.04, 46.231, 0.166, 46.398
183,46.276, 0.129, 46.398, 0.077, 46.475
184,46.564, 0.288, 46.564, 0.083, 46.647
185,46.824, 0.26, 46.824, 0.257, 47.081
186,46.861, 0.037, 47.081, 0.022, 47.103
187,46.929, 0.068, 47.103, 0.047, 47.151
188,46.997, 0.068, 47.151, 0.038, 47.189
189,47.224, 0.228, 47.224, 0.078, 47.302
190,47.236, 0.012, 47.302, 0.009, 47.311
191,47.563, 0.327, 47.563, 0.083, 47.646
192,47.735, 0.171, 47.735, 0.04, 47.775
193,48.2, 0.465, 48.2, 0.338, 48.538
194,48.562, 0.362, 48.562, 0.006, 48.567
195,48.693, 0.131, 48.693, 0.383, 49.077
196,48.814, 0.121, 49.077, 0.283, 49.359
197,48.85, 0.036, 49.359, 0.173, 49.533
198,49.1, 0.25, 49.533, 0.619, 50.151
199,49.115, 0.015, 50.151, 0.318, 50.469
200,49.406, 0.291, 50.469, 0.509, 50.977
201,49.513, 0.107, 50.977, 0.066, 51.043
202,49.577, 0.064, 51.043, 0.04, 51.083
203,49.812, 0.235, 51.083, 0.342, 51.425
204,50.042, 0.231, 51.425, 0.061, 51.486
205,50.243, 0.201, 51.486, 0.21, 51.696
206,50.46, 0.217, 51.696, 0.293, 51.989
207,50.704, 0.243, 51.989, 0.185, 52.174
208,50.906, 0.203, 52.174, 0.088, 52.262
209,51.247, 0.341, 52.262, 0.533, 52.795
210,51.475, 0.227, 52.795, 0.046, 52.841
211,51.786, 0.311, 52.841, 0.13, 52.971
212,51.848, 0.062, 52.971, 0.053, 53.024
213,52.319, 0.471, 53.024, 0.188, 53.212
214,52.619, 0.3, 53.212, 0.083, 53.296
215,52.794, 0.175, 53.296, 0.001, 53.297
216,53.334, 0.54, 53.334, 0.264, 53.598
217,53.566, 0.232, 53.598, 0.082, 53.68
218,53.567, 0.001, 53.68, 0.107, 53.788
219,54.523, 0.955, 54.523, 0.142, 54.665
220,54.731, 0.208, 54.731, 0.31, 55.041
221,54.853, 0.122, 55.041, 0.033, 55.074
222,55.066, 0.212, 55.074, 0.111, 55.185
223,55.152, 0.087, 55.185, 0.355, 55.541
224,55.358, 0.205, 55.541, 0.638, 56.179
225,55.39, 0.032, 56.179, 0.098, 56.277
226,55.547, 0.158, 56.277, 0.053, 56.33
227,55.691, 0.144, 56.33, 0.325, 56.654
228,55.786, 0.095, 56.654, 0.32, 56.974
229,56.211, 0.425, 56.974, 0.442, 57.416
230,56.538, 0.327, 57.416, 0.027, 57.443
231,56.631, 0.094, 57.443, 0.042, 57.485
232,57.033, 0.401, 57.485, 0.373, 57.858
233,57.167, 0.134, 57.858, 0.117, 57.974
234,57.335, 0.168, 57.974, 0.29, 58.265
235,57.356, 0.021, 58.265, 0.023, 58.287
236,57.704, 0.347, 58.287, 0.08, 58.367
237,58.337, 0.633, 58.367, 0.136, 58.503
238,58.733, 0.396, 58.733, 0.262, 58.995
239,59.321, 0.588, 59.321, 0.038, 59.359
240,59.505, 0.184, 59.505, 0.437, 59.942
241,59.52, 0.015, 59.942, 0.182, 60.124
242,60.131, 0.611, 60.131, 0.01, 60.141
243,60.249, 0.118, 60.249, 0.44, 60.689
244,60.359, 0.11, 60.689, 0.421, 61.109
245,60.957, 0.598, 61.109, 0.041, 61.15
246,61.0, 0.043, 61.15, 0.134, 61.284
247,61.087, 0.087, 61.284, 0.002, 61.286
248,61.189, 0.101, 61.286, 0.017, 61.304
249,61.265, 0.077, 61.304, 0.154, 61.457
250,61.451, 0.186, 61.457, 0.121, 61.578
251,61.671, 0.22, 61.671, 0.479, 62.15
252,61.769, 0.098, 62.15, 0.451, 62.6
253,62.034, 0.265, 62.6, 0.019, 62.62
254,62.294, 0.26, 62.62, 0.295, 62.914
255,62.469, 0.174, 62.914, 0.042, 62.956
256,62.742, 0.273, 62.956, 0.065, 63.021
257,62.827, 0.085, 63.021, 0.133, 63.155
258,63.422, 0.595, 63.422, 0.267, 63.688
259,63.558, 0.136, 63.688, 0.007, 63.695
260,63.7, 0.142, 63.7, 0.018, 63.719
261,63.815, 0.115, 63.815, 0.507, 64.322
262,64.104, 0.29, 64.322, 0.033, 64.355
263,64.574, 0.469, 64.574, 0.015, 64.589
264,64.751, 0.178, 64.751, 0.163, 64.914
265,64.928, 0.177, 64.928, 0.288, 65.217
266,64.944, 0.016, 65.217, 0.064, 65.281
267,65.114, 0.17, 65.281, 0.282, 65.563
268,65.512, 0.397, 65.563, 0.003, 65.566
269,65.573, 0.062, 65.573, 0.139, 65.712
270,65.741, 0.168, 65.741, 0.447, 66.189
271,65.91, 0.168, 66.189, 0.129, 66.317
272,66.002, 0.092, 66.317, 0.035, 66.352
273,66.302, 0.3, 66.352, 0.11, 66.463
274,66.377, 0.075, 66.463, 0.566, 67.029
275,66.405, 0.028, 67.029, 0.641, 67.669
276,67.551, 1.146, 67.669, 0.122, 67.791
277,67.673, 0.123, 67.791, 0.222, 68.013
278,68.003, 0.33, 68.013, 0.089, 68.102
279,68.211, 0.208, 68.211, 0.24, 68.451
280,68.365, 0.155, 68.451, 0.118, 68.569
281,68.367, 0.002, 68.569, 0.142, 68.711
282,68.652, 0.285, 68.711, 0.034, 68.745
283,69.082, 0.43, 69.082, 0.094, 69.176
284,69.102, 0.02, 69.176, 0.017, 69.192
285,69.12, 0.019, 69.192, 0.0, 69.193
286,69.188, 0.068, 69.193, 0.34, 69.532
287,69.3, 0.112, 69.532, 0.17, 69.702
288,70.144, 0.844, 70.144, 0.092, 70.236
289,70.169, 0.025, 70.236, 0.099, 70.335
290,70.247, 0.078, 70.335, 0.172, 70.506
291,70.374, 0.127, 70.506, 0.067, 70.573
292,71.385, 1.011, 71.385, 0.439, 71.823
293,72.042, 0.657, 72.042, 0.439, 72.481
294,72.086, 0.044, 72.481, 0.033, 72.514
295,72.107, 0.021, 72.514, 0.54, 73.055
296,72.393, 0.286, 73.055, 0.005, 73.059
297,72.395, 0.002, 73.059, 0.245, 73.304
298,72.51, 0.115, 73.304, 0.736, 74.041
299,72.685, 0.175, 74.041, 0.571, 74.612
300,73.063, 0.379, 74.612, 0.578, 75.191
301,73.211, 0.148, 75.191, 0.127, 75.317
302,73.263, 0.052, 75.317, 0.004, 75.321
303,73.54, 0.277, 75.321, 0.021, 75.342
304,73.866, 0.326, 75.342, 0.236, 75.578
305,73.923, 0.056, 75.578, 0.103, 75.681
306,74.158, 0.235, 75.681, 0.279, 75.961
307,74.502, 0.344, 75.961, 0.048, 76.008
308,74.6, 0.098, 76.008, 0.448, 76.456
309,74.989, 0.389, 76.456, 0.466, 76.923
310,75.055, 0.065, 76.923, 0.383, 77.306
311,75.106, 0.051, 77.306, 0.335, 77.641
312,75.285, 0.179, 77.641, 0.602, 78.244
313,75.368, 0.083, 78.244, 0.094, 78.338
314,75.561, 0.194, 78.338, 0.197, 78.534
315,75.767, 0.206, 78.534, 0.529, 79.063
316,76.156, 0.389, 79.063, 0.288, 79.351
317,76.351, 0.195, 79.351, 0.134, 79.485
318,76.382, 0.031, 79.485, 0.087, 79.572
319,76.46, 0.078, 79.572, 0.031, 79.603
320,76.982, 0.522, 79.603, 0.069, 79.673
321,77.636, 0.655, 79.673, 0.042, 79.715
322,77.813, 0.176, 79.715, 0.705, 80.42
323,77.922, 0.11, 80.42, 0.135, 80.556
324,78.13, 0.207, 80.556, 0.159, 80.715
325,78.805, 0.675, 80.715, 0.03, 80.745
326,79.221, 0.417, 80.745, 0.339, 81.084
327,79.264, 0.042, 81.084, 0.439, 81.523
328,79.808, 0.545, 81.523, 0.323, 81.846
329,79.983, 0.175, 81.846, 0.112, 81.958
330,80.076, 0.093, 81.958, 0.079, 82.037
331,80.26, 0.183, 82.037, 0.037, 82.073
332,80.272, 0.012, 82.073, 0.019, 82.092
333,81.179, 0.907, 82.092, 0.244, 82.336
334,81.413, 0.234, 82.336, 0.531, 82.867
335,81.783, 0.371, 82.867, 0.482, 83.349
336,82.125, 0.341, 83.349, 0.087, 83.436
337,82.638, 0.513, 83.436, 0.023, 83.459
338,82.665, 0.028, 83.459, 0.163, 83.621
339,82.994, 0.328, 83.621, 0.195, 83.816
340,83.408, 0.414, 83.816, 0.256, 84.073
341,83.422, 0.014, 84.073, 0.194, 84.267
342,83.896, 0.475, 84.267, 0.116, 84.383
343,84.016, 0.12, 84.383, 0.839, 85.222
344,84.115, 0.098, 85.222, 0.372, 85.594
345,84.658, 0.543, 85.594, 0.251, 85.844
346,84.666, 0.008, 85.844, 0.04, 85.884
347,84.684, 0.019, 85.884, 0.041, 85.925
348,84.932, 0.247, 85.925, 0.051, 85.976
349,85.089, 0.158, 85.976, 0.116, 86.092
350,85.347, 0.258, 86.092, 0.057, 86.149
351,85.438, 0.091, 86.149, 0.182, 86.331
352,85.91, 0.472, 86.331, 0.809, 87.14
353,85.932, 0.022, 87.14, 0.078, 87.217
354,85.97, 0.038, 87.217, 0.087, 87.304
355,86.133, 0.163, 87.304, 0.074, 87.378
356,86.757, 0.624, 87.378, 0.156, 87.533
357,86.883, 0.126, 87.533, 0.231, 87.765
358,86.903, 0.02, 87.765, 0.105, 87.87
359,86.961, 0.058, 87.87, 0.05, 87.92
360,87.01, 0.049, 87.92, 0.016, 87.936
361,87.027, 0.017, 87.936, 0.076, 88.012
362,87.039, 0.012, 88.012, 0.0, 88.012
363,88.28, 1.241, 88.28, 0.307, 88.587
364,88.287, 0.007, 88.587, 0.323, 88.91
365,88.703, 0.416, 88.91, 0.162, 89.072
366,88.849, 0.146, 89.072, 0.162, 89.234
367,88.999, 0.15, 89.234, 0.164, 89.398
368,89.07, 0.071, 89.398, 0.098, 89.496
369,89.089, 0.019, 89.496, 0.05, 89.546
370,89.534, 0.445, 89.546, 0.211, 89.757
371,89.637, 0.103, 89.757, 0.034, 89.791
372,90.267, 0.631, 90.267, 0.024, 90.291
373,90.718, 0.45, 90.718, 0.858, 91.576
374,91.566, 0.848, 91.576, 0.045, 91.621
375,91.572, 0.007, 91.621, 0.065, 91.685
376,91.603, 0.031, 91.685, 0.142, 91.827
377,91.672, 0.069, 91.827, 0.021, 91.848
378,91.998, 0.326, 91.998, 0.092, 92.09
379,92.088, 0.09, 92.09, 0.411, 92.501
380,92.416, 0.327, 92.501, 0.204, 92.705
381,92.426, 0.01, 92.705, 0.161, 92.866
382,92.621, 0.195, 92.866, 0.134, 93.001
383,92.8, 0.18, 93.001, 0.23, 93.23
384,92.844, 0.043, 93.23, 0.062, 93.292
385,92.86, 0.017, 93.292, 0.02, 93.312
386,92.867, 0.007, 93.312, 0.1, 93.412
387,93.022, 0.155, 93.412, 0.205, 93.617
388,93.326, 0.304, 93.617, 0.134, 93.751
389,93.378, 0.052, 93.751, 0.256, 94.007
390,94.159, 0.781, 94.159, 0.353, 94.512
391,94.423, 0.264, 94.512, 0.475, 94.987
392,94.945, 0.522, 94.987, 0.233, 95.22
393,95.14, 0.194, 95.22, 0.144, 95.364
394,95.493, 0.353, 95.493, 0.543, 96.036
395,95.782, 0.289, 96.036, 0.153, 96.189
396,95.785, 0.003, 96.189, 0.363, 96.552
397,96.359, 0.575, 96.552, 0.584, 97.136
398,96.397, 0.038, 97.136, 0.589, 97.725
399,97.199, 0.802, 97.725, 0.007, 97.731
400,97.653, 0.454, 97.731, 0.126, 97.858
401,97.831, 0.178, 97.858, 0.012, 97.87
402,98.066, 0.235, 98.066, 0.182, 98.247
403,99.06, 0.994, 99.06, 0.07, 99.131
404,99.774, 0.714, 99.774, 0.45, 100.224
405,100.165, 0.39, 100.224, 0.025, 100.25
406,100.745, 0.581, 100.745, 0.384, 101.129
407,101.339, 0.594, 101.339, 0.248, 101.587
408,101.412, 0.074, 101.587, 0.136, 101.723
409,101.694, 0.282, 101.723, 0.199, 101.922
410,101.942, 0.248, 101.942, 0.0, 101.943
411,101.984, 0.042, 101.984, 0.094, 102.077
412,103.078, 1.094, 103.078, 0.024, 103.101
413,103.263, 0.185, 103.263, 0.397, 103.659
414,103.548, 0.286, 103.659, 0.047, 103.707
415,103.597, 0.049, 103.707, 0.272, 103.979
416,103.884, 0.287, 103.979, 0.466, 104.445
417,104.347, 0.463, 104.445, 0.051, 104.496
418,104.385, 0.038, 104.496, 0.01, 104.506
419,104.753, 0.368, 104.753, 0.04, 104.793
420,104.835, 0.082, 104.835, 0.043, 104.879
421,104.931, 0.095, 104.931, 0.038, 104.969
422,105.325, 0.394, 105.325, 0.196, 105.521
423,105.487, 0.162, 105.521, 0.031, 105.552
424,105.595, 0.108, 105.595, 0.035, 105.63
425,106.014, 0.42, 106.014, 0.121, 106.135
426,106.163, 0.149, 106.163, 0.08, 106.244
427,106.961, 0.797, 106.961, 0.016, 106.977
428,107.639, 0.678, 107.639, 0.102, 107.741
429,107.763, 0.124, 107.763, 0.477, 108.24
430,108.056, 0.293, 108.24, 0.079, 108.319
431,108.197, 0.141, 108.319, 0.036, 108.355
432,108.435, 0.238, 108.435, 0.24, 108.675
433,108.607, 0.172, 108.675, 0.027, 108.702
434,108.973, 0.366, 108.973, 0.055, 109.028
435,109.147, 0.174, 109.147, 0.17, 109.317
436,109.499, 0.351, 109.499, 0.187, 109.686
437,109.977, 0.478, 109.977, 0.197, 110.174
438,110.29, 0.313, 110.29, 0.309, 110.599
439,110.295, 0.005, 110.599, 0.319, 110.918
440,110.309, 0.014, 110.918, 0.165, 111.083
441,110.62, 0.311, 111.083, 0.122, 111.206
442,111.316, 0.696, 111.316, 0.044, 111.361
443,111.677, 0.361, 111.677, 0.058, 111.736
444,112.117, 0.44, 112.117, 0.238, 112.356
445,112.303, 0.185, 112.356, 0.065, 112.42
446,112.8, 0.497, 112.8, 0.257, 113.057
447,112.827, 0.027, 113.057, 0.057, 113.114
448,113.114, 0.288, 113.114, 0.188, 113.302
449,113.157, 0.043, 113.302, 0.094, 113.396
450,113.27, 0.113, 113.396, 0.168, 113.564
451,113.933, 0.663, 113.933, 0.533, 114.466
452,114.1, 0.167, 114.466, 0.229, 114.695
453,114.16, 0.06, 114.695, 0.049, 114.744
454,114.174, 0.014, 114.744, 0.006, 114.75
455,114.351, 0.177, 114.75, 0.45, 115.199
456,114.75, 0.399, 115.199, 0.271, 115.47
457,114.778, 0.028, 115.47, 0.099, 115.569
458,115.098, 0.32, 115.569, 0.254, 115.823
459,115.112, 0.014, 115.823, 0.143, 115.967
460,115.156, 0.044, 115.967, 0.034, 116.001
461,115.804, 0.648, 116.001, 0.023, 116.024
462,115.932, 0.128, 116.024, 0.021, 116.045
463,115.977, 0.045, 116.045, 0.042, 116.087
464,116.714, 0.738, 116.714, 0.221, 116.935
465,116.791, 0.077, 116.935, 0.189, 117.124
466,117.452, 0.66, 117.452, 0.282, 117.733
467,117.594, 0.142, 117.733, 0.02, 117.753
468,117.826, 0.233, 117.826, 0.144, 117.971
469,118.008, 0.181, 118.008, 0.03, 118.038
470,118.931, 0.923, 118.931, 0.018, 118.949
471,119.389, 0.458, 119.389, 0.015, 119.404
472,119.585, 0.196, 119.585, 0.242, 119.826
473,119.688, 0.104, 119.826, 0.077, 119.903
474,120.155, 0.467, 120.155, 0.103, 120.258
475,120.553, 0.398, 120.553, 0.31, 120.864
476,122.066, 1.512, 122.066, 0.116, 122.182
477,122.149, 0.083, 122.182, 0.022, 122.204
478,122.377, 0.228, 122.377, 0.157, 122.534
479,122.965, 0.589, 122.965, 0.078, 123.043
480,123.185, 0.22, 123.185, 0.021, 123.206
481,123.569, 0.384, 123.569, 0.216, 123.785
482,123.641, 0.072, 123.785, 0.16, 123.945
483,124.049, 0.408, 124.049, 0.272, 124.321
484,124.189, 0.14, 124.321, 0.049, 124.37
485,124.19, 0.001, 124.37, 0.336, 124.706
486,124.22, 0.03, 124.706, 1.021, 125.727
487,124.515, 0.294, 125.727, 0.102, 125.829
488,124.522, 0.007, 125.829, 0.111, 125.94
489,124.594, 0.072, 125.94, 0.534, 126.474
490,124.795, 0.202, 126.474, 0.691, 127.165
491,124.91, 0.115, 127.165, 0.519, 127.684
492,124.988, 0.078, 127.684, 0.069, 127.753
493,125.602, 0.613, 127.753, 0.097, 127.85
494,125.886, 0.284, 127.85, 0.473, 128.322
495,126.482, 0.596, 128.322, 0.059, 128.382
496,126.558, 0.077, 128.382, 0.126, 128.508
497,126.618, 0.059, 128.508, 0.624, 129.131
498,127.002, 0.384, 129.131, 0.218, 129.35
499,127.087, 0.086, 129.35, 0.019, 129.369
500,127.66, 0.572, 129.369, 0.205, 129.573
501,127.691, 0.031, 129.573, 0.365, 129.939
502,127.892, 0.201, 129.939, 0.172, 130.111
503,128.13, 0.238, 130.111, 0.196, 130.308
504,128.204, 0.073, 130.308, 0.037, 130.344
505,128.293, 0.089, 130.344, 0.015, 130.36
506,128.386, 0.093, 130.36, 0.107, 130.467
507,128.697, 0.311, 130.467, 0.139, 130.606
508,128.801, 0.104, 130.606, 0.105, 130.711
509,129.586, 0.785, 130.711, 0.179, 130.89
510,130.13, 0.544, 130.89, 0.113, 131.003
511,130.212, 0.082, 131.003, 0.063, 131.066
512,130.571, 0.359, 131.066, 0.021, 131.088
513,131.005, 0.434, 131.088, 0.048, 131.136
514,131.441, 0.436, 131.441, 0.626, 132.067
515,131.975, 0.534, 132.067, 0.378, 132.445
516,132.048, 0.073, 132.445, 0.084, 132.529
517,132.46, 0.412, 132.529, 0.057, 132.586
518,132.467, 0.007, 132.586, 0.049, 132.635
519,132.591, 0.124, 132.635, 0.255, 132.89
520,132.659, 0.068, 132.89, 0.831, 133.721
521,133.516, 0.857, 133.721, 0.166, 133.887
522,133.537, 0.021, 133.887, 0.079, 133.966
523,133.882, 0.345, 133.966, 0.484, 134.45
524,134.303, 0.421, 134.45, 0.144, 134.594
525,134.735, 0.432, 134.735, 0.063, 134.798
526,135.158, 0.423, 135.158, 0.2, 135.358
527,135.193, 0.035, 135.358, 0.657, 136.015
528,135.635, 0.442, 136.015, 0.261, 136.276
529,135.692, 0.056, 136.276, 0.088, 136.364
530,136.234, 0.543, 136.364, 0.417, 136.781
531,136.713, 0.478, 136.781, 0.111, 136.892
532,137.591, 0.879, 137.591, 0.327, 137.918
533,137.622, 0.031, 137.918, 0.839, 138.757
534,137.746, 0.124, 138.757, 0.367, 139.124
535,137.997, 0.251, 139.124, 0.197, 139.32
536,137.998, 0.0, 139.32, 0.144, 139.464
