_id,arrivalTime, timeBetweenArrivals, startingService, serviceTime , finishingTime
4432,1095.244, 0.064, 1096.057, 0.01, 1096.068
4433,1095.346, 0.102, 1096.068, 0.159, 1096.227
4434,1096.117, 0.771, 1096.227, 0.18, 1096.407
4435,1096.514, 0.397, 1096.514, 0.064, 1096.577
4436,1096.61, 0.096, 1096.61, 0.119, 1096.729
4437,1096.649, 0.039, 1096.729, 0.403, 1097.131
4438,1096.81, 0.161, 1097.131, 0.013, 1097.144
4439,1096.841, 0.031, 1097.144, 0.146, 1097.29
4440,1097.014, 0.173, 1097.29, 0.003, 1097.294
4441,1097.214, 0.2, 1097.294, 0.118, 1097.411
4442,1097.521, 0.308, 1097.521, 0.059, 1097.58
4443,1098.006, 0.485, 1098.006, 0.022, 1098.029
4444,1098.032, 0.026, 1098.032, 0.056, 1098.088
4445,1098.035, 0.003, 1098.088, 0.147, 1098.234
4446,1098.09, 0.055, 1098.234, 0.274, 1098.508
4447,1098.124, 0.034, 1098.508, 0.268, 1098.776
4448,1098.612, 0.488, 1098.776, 0.202, 1098.979
4449,1098.757, 0.144, 1098.979, 0.128, 1099.106
4450,1098.782, 0.025, 1099.106, 0.162, 1099.268
4451,1098.846, 0.065, 1099.268, 0.301, 1099.57
4452,1098.848, 0.002, 1099.57, 0.728, 1100.297
4453,1098.99, 0.142, 1100.297, 0.257, 1100.554
4454,1099.484, 0.493, 1100.554, 0.209, 1100.763
4455,1099.489, 0.006, 1100.763, 0.529, 1101.292
4456,1100.132, 0.643, 1101.292, 0.077, 1101.37
4457,1101.267, 1.135, 1101.37, 0.599, 1101.969
4458,1101.347, 0.08, 1101.969, 0.724, 1102.693
4459,1101.637, 0.29, 1102.693, 0.144, 1102.837
4460,1102.112, 0.475, 1102.837, 0.415, 1103.253
4461,1102.335, 0.223, 1103.253, 0.272, 1103.524
4462,1102.406, 0.071, 1103.524, 0.044, 1103.568
4463,1103.336, 0.93, 1103.568, 0.19, 1103.758
4464,1103.418, 0.082, 1103.758, 0.595, 1104.353
4465,1104.272, 0.854, 1104.353, 0.02, 1104.373
4466,1104.348, 0.077, 1104.373, 0.176, 1104.549
4467,1104.448, 0.1, 1104.549, 0.164, 1104.712
4468,1105.144, 0.696, 1105.144, 0.226, 1105.37
4469,1105.906, 0.762, 1105.906, 0.084, 1105.99
4470,1106.06, 0.155, 1106.06, 0.258, 1106.319
4471,1106.194, 0.134, 1106.319, 0.155, 1106.473
4472,1106.383, 0.188, 1106.473, 0.055, 1106.529
4473,1106.432, 0.049, 1106.529, 0.115, 1106.644
4474,1106.676, 0.245, 1106.676, 0.006, 1106.683
4475,1107.523, 0.847, 1107.523, 0.078, 1107.601
4476,1107.779, 0.256, 1107.779, 0.235, 1108.014
4477,1107.997, 0.217, 1108.014, 0.235, 1108.249
4478,1108.273, 0.276, 1108.273, 0.046, 1108.319
4479,1108.275, 0.003, 1108.319, 0.09, 1108.409
4480,1108.437, 0.162, 1108.437, 0.227, 1108.665
4481,1109.095, 0.657, 1109.095, 0.084, 1109.179
4482,1109.206, 0.112, 1109.206, 0.031, 1109.237
4483,1109.64, 0.434, 1109.64, 0.278, 1109.919
4484,1109.74, 0.1, 1109.919, 0.222, 1110.141
4485,1110.236, 0.496, 1110.236, 0.191, 1110.428
4486,1110.333, 0.097, 1110.428, 0.454, 1110.882
4487,1110.398, 0.065, 1110.882, 0.354, 1111.235
4488,1111.128, 0.73, 1111.235, 0.119, 1111.354
4489,1111.172, 0.044, 1111.354, 0.024, 1111.378
4490,1111.406, 0.234, 1111.406, 0.263, 1111.669
4491,1111.424, 0.018, 1111.669, 0.106, 1111.775
4492,1111.478, 0.054, 1111.775, 0.706, 1112.48
4493,1111.532, 0.054, 1112.48, 0.239, 1112.719
4494,1111.659, 0.127, 1112.719, 0.097, 1112.817
4495,1112.433, 0.773, 1112.817, 0.465, 1113.282
4496,1112.75, 0.317, 1113.282, 0.508, 1113.79
4497,1113.159, 0.409, 1113.79, 0.048, 1113.838
4498,1113.365, 0.206, 1113.838, 0.005, 1113.843
4499,1113.626, 0.262, 1113.843, 0.329, 1114.172
4500,1113.77, 0.144, 1114.172, 0.132, 1114.304
4501,1113.795, 0.025, 1114.304, 0.254, 1114.558
4502,1113.837, 0.043, 1114.558, 0.163, 1114.721
4503,1114.111, 0.274, 1114.721, 0.095, 1114.816
4504,1114.141, 0.029, 1114.816, 0.041, 1114.857
4505,1114.543, 0.403, 1114.857, 0.013, 1114.87
4506,1114.584, 0.041, 1114.87, 0.065, 1114.935
4507,1115.307, 0.723, 1115.307, 0.108, 1115.415
4508,1115.411, 0.104, 1115.415, 0.396, 1115.811
4509,1115.494, 0.083, 1115.811, 0.652, 1116.463
4510,1115.998, 0.503, 1116.463, 0.739, 1117.202
4511,1116.293, 0.295, 1117.202, 0.127, 1117.33
4512,1116.571, 0.278, 1117.33, 0.016, 1117.346
4513,1116.667, 0.096, 1117.346, 0.608, 1117.954
4514,1117.645, 0.978, 1117.954, 0.008, 1117.962
4515,1117.986, 0.342, 1117.986, 0.589, 1118.575
4516,1118.313, 0.326, 1118.575, 0.152, 1118.727
4517,1118.359, 0.046, 1118.727, 0.37, 1119.097
4518,1118.377, 0.018, 1119.097, 0.032, 1119.129
4519,1118.386, 0.009, 1119.129, 0.409, 1119.538
4520,1118.566, 0.18, 1119.538, 0.072, 1119.61
4521,1118.845, 0.279, 1119.61, 0.157, 1119.767
4522,1118.85, 0.006, 1119.767, 0.171, 1119.938
4523,1118.859, 0.009, 1119.938, 0.077, 1120.015
4524,1118.948, 0.089, 1120.015, 0.804, 1120.818
4525,1119.038, 0.09, 1120.818, 0.106, 1120.924
4526,1119.483, 0.445, 1120.924, 0.053, 1120.977
4527,1119.553, 0.07, 1120.977, 0.294, 1121.271
4528,1119.921, 0.368, 1121.271, 0.005, 1121.276
4529,1120.061, 0.14, 1121.276, 0.128, 1121.403
4530,1120.265, 0.204, 1121.403, 0.623, 1122.027
4531,1120.29, 0.026, 1122.027, 0.405, 1122.432
4532,1120.389, 0.098, 1122.432, 0.372, 1122.803
4533,1120.465, 0.076, 1122.803, 0.039, 1122.842
4534,1120.639, 0.174, 1122.842, 0.208, 1123.05
4535,1121.152, 0.513, 1123.05, 0.092, 1123.142
4536,1121.444, 0.291, 1123.142, 0.157, 1123.3
4537,1121.497, 0.053, 1123.3, 0.156, 1123.455
4538,1122.012, 0.515, 1123.455, 0.072, 1123.527
4539,1122.157, 0.145, 1123.527, 0.063, 1123.59
4540,1122.231, 0.074, 1123.59, 0.06, 1123.65
4541,1122.398, 0.167, 1123.65, 0.33, 1123.98
4542,1122.559, 0.161, 1123.98, 0.012, 1123.992
4543,1123.711, 1.152, 1123.992, 0.087, 1124.079
4544,1124.162, 0.451, 1124.162, 0.138, 1124.3
4545,1124.393, 0.23, 1124.393, 0.005, 1124.398
4546,1124.453, 0.061, 1124.453, 0.236, 1124.689
4547,1124.46, 0.007, 1124.689, 0.235, 1124.924
4548,1124.741, 0.281, 1124.924, 0.005, 1124.929
4549,1124.934, 0.193, 1124.934, 0.033, 1124.967
4550,1125.086, 0.152, 1125.086, 0.08, 1125.166
4551,1125.167, 0.08, 1125.167, 0.355, 1125.522
4552,1125.951, 0.785, 1125.951, 0.015, 1125.967
4553,1125.952, 0.001, 1125.967, 0.165, 1126.132
4554,1126.124, 0.172, 1126.132, 0.051, 1126.182
4555,1126.225, 0.101, 1126.225, 0.218, 1126.443
4556,1126.267, 0.043, 1126.443, 0.005, 1126.449
4557,1126.362, 0.095, 1126.449, 0.025, 1126.474
4558,1126.693, 0.331, 1126.693, 0.381, 1127.073
4559,1126.734, 0.041, 1127.073, 0.062, 1127.135
4560,1127.436, 0.702, 1127.436, 0.306, 1127.742
4561,1127.531, 0.095, 1127.742, 0.029, 1127.772
4562,1127.605, 0.074, 1127.772, 0.275, 1128.047
4563,1127.924, 0.319, 1128.047, 0.038, 1128.085
4564,1128.09, 0.166, 1128.09, 0.127, 1128.217
4565,1128.398, 0.308, 1128.398, 0.492, 1128.891
4566,1129.152, 0.754, 1129.152, 0.295, 1129.448
4567,1129.335, 0.183, 1129.448, 0.406, 1129.853
4568,1129.473, 0.138, 1129.853, 0.06, 1129.913
4569,1129.704, 0.231, 1129.913, 0.23, 1130.143
4570,1129.818, 0.114, 1130.143, 0.275, 1130.418
4571,1130.06, 0.243, 1130.418, 0.131, 1130.549
4572,1130.424, 0.364, 1130.549, 0.093, 1130.642
4573,1130.478, 0.053, 1130.642, 0.024, 1130.666
4574,1131.023, 0.545, 1131.023, 0.219, 1131.242
4575,1131.207, 0.184, 1131.242, 0.598, 1131.84
4576,1131.395, 0.188, 1131.84, 0.18, 1132.02
4577,1131.818, 0.423, 1132.02, 0.286, 1132.306
4578,1131.82, 0.002, 1132.306, 0.449, 1132.755
4579,1131.83, 0.01, 1132.755, 0.034, 1132.789
4580,1132.421, 0.591, 1132.789, 0.387, 1133.176
4581,1132.914, 0.493, 1133.176, 0.016, 1133.191
4582,1133.247, 0.333, 1133.247, 0.019, 1133.266
4583,1133.834, 0.587, 1133.834, 0.298, 1134.131
4584,1133.895, 0.061, 1134.131, 0.244, 1134.375
4585,1133.963, 0.068, 1134.375, 0.375, 1134.75
4586,1134.089, 0.126, 1134.75, 0.273, 1135.024
4587,1134.597, 0.508, 1135.024, 0.379, 1135.403
4588,1135.52, 0.923, 1135.52, 0.259, 1135.78
4589,1135.65, 0.129, 1135.78, 0.052, 1135.832
4590,1135.776, 0.126, 1135.832, 0.166, 1135.998
4591,1135.917, 0.141, 1135.998, 0.09, 1136.088
4592,1136.302, 0.385, 1136.302, 0.055, 1136.357
4593,1136.336, 0.034, 1136.357, 0.251, 1136.608
4594,1136.668, 0.332, 1136.668, 0.025, 1136.693
4595,1136.861, 0.194, 1136.861, 0.063, 1136.924
4596,1137.631, 0.77, 1137.631, 0.359, 1137.99
4597,1137.818, 0.187, 1137.99, 0.229, 1138.219
4598,1137.892, 0.074, 1138.219, 0.12, 1138.34
4599,1138.381, 0.489, 1138.381, 0.304, 1138.686
4600,1139.388, 1.007, 1139.388, 0.151, 1139.54
4601,1139.397, 0.008, 1139.54, 0.107, 1139.647
4602,1140.297, 0.901, 1140.297, 0.189, 1140.486
4603,1140.45, 0.152, 1140.486, 0.445, 1140.932
4604,1140.557, 0.108, 1140.932, 0.249, 1141.181
4605,1140.65, 0.093, 1141.181, 0.233, 1141.414
4606,1141.747, 1.096, 1141.747, 0.059, 1141.805
4607,1142.929, 1.182, 1142.929, 0.1, 1143.028
4608,1143.002, 0.073, 1143.028, 0.009, 1143.037
4609,1143.098, 0.095, 1143.098, 0.086, 1143.184
4610,1143.464, 0.366, 1143.464, 0.323, 1143.787
4611,1143.839, 0.375, 1143.839, 0.442, 1144.281
4612,1143.895, 0.056, 1144.281, 0.004, 1144.285
4613,1143.896, 0.002, 1144.285, 0.125, 1144.41
4614,1144.374, 0.478, 1144.41, 0.344, 1144.754
4615,1144.46, 0.086, 1144.754, 0.176, 1144.929
4616,1144.707, 0.246, 1144.929, 0.488, 1145.418
4617,1144.821, 0.114, 1145.418, 0.632, 1146.05
4618,1144.887, 0.067, 1146.05, 0.174, 1146.223
4619,1146.201, 1.313, 1146.223, 0.312, 1146.536
4620,1146.941, 0.74, 1146.941, 0.054, 1146.995
4621,1147.331, 0.39, 1147.331, 0.378, 1147.709
4622,1148.553, 1.222, 1148.553, 0.642, 1149.195
4623,1148.758, 0.205, 1149.195, 0.131, 1149.326
4624,1149.063, 0.305, 1149.326, 0.743, 1150.069
4625,1150.238, 1.175, 1150.238, 0.129, 1150.366
4626,1150.886, 0.649, 1150.886, 0.037, 1150.924
4627,1151.344, 0.457, 1151.344, 0.084, 1151.428
4628,1151.644, 0.301, 1151.644, 0.044, 1151.688
4629,1152.328, 0.684, 1152.328, 0.075, 1152.403
4630,1152.397, 0.069, 1152.403, 0.664, 1153.067
4631,1152.45, 0.053, 1153.067, 0.022, 1153.089
4632,1152.543, 0.093, 1153.089, 0.388, 1153.477
4633,1152.725, 0.181, 1153.477, 0.075, 1153.551
4634,1152.945, 0.22, 1153.551, 0.067, 1153.619
4635,1154.318, 1.373, 1154.318, 0.026, 1154.344
4636,1154.431, 0.113, 1154.431, 0.367, 1154.798
4637,1155.148, 0.717, 1155.148, 0.341, 1155.489
4638,1155.823, 0.675, 1155.823, 0.159, 1155.982
4639,1155.984, 0.161, 1155.984, 0.149, 1156.134
4640,1156.055, 0.071, 1156.134, 0.174, 1156.308
4641,1156.072, 0.017, 1156.308, 0.148, 1156.456
4642,1156.112, 0.039, 1156.456, 0.715, 1157.17
4643,1156.149, 0.037, 1157.17, 0.087, 1157.257
4644,1156.194, 0.045, 1157.257, 0.328, 1157.586
4645,1156.223, 0.029, 1157.586, 0.004, 1157.589
4646,1156.283, 0.06, 1157.589, 0.238, 1157.827
4647,1156.449, 0.166, 1157.827, 0.137, 1157.964
4648,1156.744, 0.294, 1157.964, 0.053, 1158.017
4649,1156.937, 0.193, 1158.017, 0.407, 1158.425
4650,1157.098, 0.162, 1158.425, 0.173, 1158.598
4651,1157.48, 0.381, 1158.598, 0.116, 1158.714
4652,1157.49, 0.01, 1158.714, 0.066, 1158.781
4653,1157.498, 0.008, 1158.781, 0.076, 1158.856
4654,1157.609, 0.111, 1158.856, 0.479, 1159.335
4655,1157.616, 0.007, 1159.335, 0.005, 1159.34
4656,1157.926, 0.31, 1159.34, 0.028, 1159.368
4657,1158.295, 0.369, 1159.368, 0.825, 1160.193
4658,1158.421, 0.126, 1160.193, 0.11, 1160.303
4659,1158.57, 0.149, 1160.303, 0.28, 1160.584
4660,1158.702, 0.131, 1160.584, 0.208, 1160.792
4661,1158.904, 0.202, 1160.792, 0.059, 1160.851
4662,1159.131, 0.227, 1160.851, 0.096, 1160.947
4663,1159.169, 0.038, 1160.947, 0.116, 1161.063
4664,1159.305, 0.136, 1161.063, 0.012, 1161.075
4665,1159.433, 0.128, 1161.075, 0.028, 1161.104
4666,1159.572, 0.139, 1161.104, 0.177, 1161.281
4667,1159.838, 0.266, 1161.281, 0.021, 1161.302
4668,1160.274, 0.436, 1161.302, 0.101, 1161.403
4669,1160.553, 0.279, 1161.403, 0.301, 1161.704
4670,1161.232, 0.679, 1161.704, 0.171, 1161.875
4671,1161.527, 0.295, 1161.875, 0.119, 1161.994
4672,1161.599, 0.072, 1161.994, 0.005, 1161.999
4673,1162.197, 0.599, 1162.197, 0.014, 1162.212
4674,1162.623, 0.426, 1162.623, 0.1, 1162.724
4675,1162.68, 0.057, 1162.724, 0.116, 1162.84
4676,1162.683, 0.003, 1162.84, 0.389, 1163.229
4677,1163.155, 0.472, 1163.229, 0.337, 1163.566
4678,1163.317, 0.162, 1163.566, 0.238, 1163.803
4679,1163.497, 0.179, 1163.803, 0.197, 1164.0
4680,1164.011, 0.515, 1164.011, 0.008, 1164.019
4681,1164.126, 0.114, 1164.126, 0.14, 1164.265
4682,1164.216, 0.09, 1164.265, 0.007, 1164.272
4683,1164.308, 0.092, 1164.308, 0.08, 1164.388
4684,1164.676, 0.368, 1164.676, 0.04, 1164.716
4685,1164.764, 0.088, 1164.764, 0.259, 1165.023
4686,1165.136, 0.373, 1165.136, 0.184, 1165.321
4687,1165.37, 0.234, 1165.37, 0.479, 1165.85
4688,1165.433, 0.062, 1165.85, 0.121, 1165.971
4689,1165.545, 0.113, 1165.971, 0.204, 1166.175
4690,1165.58, 0.035, 1166.175, 0.374, 1166.55
4691,1165.586, 0.006, 1166.55, 0.169, 1166.719
4692,1165.663, 0.077, 1166.719, 0.027, 1166.746
4693,1165.958, 0.295, 1166.746, 0.02, 1166.767
4694,1166.219, 0.261, 1166.767, 0.187, 1166.953
4695,1166.953, 0.734, 1166.953, 0.158, 1167.112
4696,1166.997, 0.044, 1167.112, 0.079, 1167.191
4697,1167.245, 0.249, 1167.245, 0.084, 1167.329
4698,1167.696, 0.451, 1167.696, 0.309, 1168.005
4699,1167.866, 0.17, 1168.005, 0.175, 1168.18
4700,1167.92, 0.054, 1168.18, 0.03, 1168.21
4701,1168.366, 0.446, 1168.366, 0.093, 1168.459
4702,1168.375, 0.009, 1168.459, 0.237, 1168.696
4703,1168.463, 0.088, 1168.696, 0.006, 1168.702
4704,1168.55, 0.087, 1168.702, 0.074, 1168.776
4705,1169.037, 0.487, 1169.037, 0.094, 1169.131
4706,1169.117, 0.08, 1169.131, 0.147, 1169.278
4707,1169.299, 0.182, 1169.299, 0.005, 1169.303
4708,1169.403, 0.104, 1169.403, 0.039, 1169.442
4709,1169.73, 0.328, 1169.73, 0.368, 1170.099
4710,1169.832, 0.101, 1170.099, 0.207, 1170.306
4711,1170.087, 0.256, 1170.306, 0.139, 1170.445
4712,1170.2, 0.113, 1170.445, 0.175, 1170.619
4713,1170.256, 0.055, 1170.619, 0.059, 1170.678
4714,1170.383, 0.127, 1170.678, 0.239, 1170.917
4715,1171.063, 0.68, 1171.063, 0.02, 1171.082
4716,1172.145, 1.083, 1172.145, 0.422, 1172.568
4717,1172.413, 0.268, 1172.568, 0.13, 1172.697
4718,1172.757, 0.344, 1172.757, 0.173, 1172.929
4719,1173.019, 0.262, 1173.019, 0.022, 1173.041
4720,1173.457, 0.438, 1173.457, 0.08, 1173.537
4721,1174.305, 0.848, 1174.305, 0.044, 1174.349
4722,1174.398, 0.093, 1174.398, 0.425, 1174.823
4723,1174.494, 0.096, 1174.823, 0.021, 1174.843
4724,1174.821, 0.327, 1174.843, 0.126, 1174.969
4725,1175.064, 0.244, 1175.064, 0.023, 1175.088
4726,1175.103, 0.038, 1175.103, 0.1, 1175.203
4727,1175.434, 0.332, 1175.434, 0.392, 1175.827
4728,1175.439, 0.005, 1175.827, 0.053, 1175.88
4729,1175.446, 0.007, 1175.88, 0.211, 1176.091
4730,1175.456, 0.01, 1176.091, 0.204, 1176.295
4731,1175.626, 0.17, 1176.295, 0.249, 1176.544
4732,1175.669, 0.043, 1176.544, 0.651, 1177.196
4733,1176.065, 0.396, 1177.196, 0.125, 1177.321
4734,1176.643, 0.578, 1177.321, 0.2, 1177.52
4735,1176.684, 0.041, 1177.52, 0.125, 1177.645
4736,1176.847, 0.164, 1177.645, 0.146, 1177.791
4737,1176.963, 0.116, 1177.791, 0.595, 1178.386
4738,1177.183, 0.22, 1178.386, 0.07, 1178.456
4739,1177.299, 0.116, 1178.456, 0.128, 1178.585
4740,1177.927, 0.629, 1178.585, 0.038, 1178.623
4741,1178.042, 0.114, 1178.623, 0.151, 1178.774
4742,1178.125, 0.083, 1178.774, 0.055, 1178.829
4743,1178.405, 0.28, 1178.829, 0.179, 1179.008
4744,1178.93, 0.525, 1179.008, 0.004, 1179.012
4745,1179.057, 0.127, 1179.057, 0.153, 1179.21
4746,1179.389, 0.332, 1179.389, 0.361, 1179.75
4747,1179.611, 0.222, 1179.75, 1.049, 1180.799
4748,1179.876, 0.265, 1180.799, 0.859, 1181.658
4749,1179.988, 0.111, 1181.658, 0.307, 1181.965
4750,1180.376, 0.389, 1181.965, 0.283, 1182.248
4751,1180.484, 0.108, 1182.248, 0.032, 1182.28
4752,1180.507, 0.023, 1182.28, 0.319, 1182.599
4753,1180.623, 0.115, 1182.599, 0.073, 1182.672
4754,1180.65, 0.027, 1182.672, 0.131, 1182.803
4755,1180.812, 0.162, 1182.803, 0.105, 1182.908
4756,1180.91, 0.098, 1182.908, 0.106, 1183.014
4757,1181.417, 0.507, 1183.014, 0.294, 1183.308
4758,1181.423, 0.007, 1183.308, 0.098, 1183.405
4759,1181.83, 0.407, 1183.405, 0.004, 1183.409
4760,1182.366, 0.536, 1183.409, 0.296, 1183.706
4761,1182.575, 0.209, 1183.706, 0.159, 1183.864
4762,1183.282, 0.706, 1183.864, 0.108, 1183.973
4763,1183.755, 0.473, 1183.973, 0.146, 1184.119
4764,1183.885, 0.13, 1184.119, 0.571, 1184.69
4765,1183.957, 0.073, 1184.69, 0.144, 1184.834
4766,1184.179, 0.222, 1184.834, 0.142, 1184.975
4767,1184.412, 0.233, 1184.975, 0.298, 1185.273
4768,1184.777, 0.365, 1185.273, 0.49, 1185.763
4769,1185.03, 0.254, 1185.763, 0.642, 1186.405
4770,1185.086, 0.056, 1186.405, 0.042, 1186.446
4771,1185.107, 0.022, 1186.446, 0.044, 1186.49
4772,1185.265, 0.157, 1186.49, 0.235, 1186.725
4773,1185.622, 0.358, 1186.725, 0.067, 1186.792
4774,1185.758, 0.136, 1186.792, 0.017, 1186.809
4775,1185.822, 0.065, 1186.809, 0.375, 1187.184
4776,1185.96, 0.138, 1187.184, 0.118, 1187.301
4777,1186.21, 0.249, 1187.301, 0.067, 1187.368
4778,1186.315, 0.106, 1187.368, 0.055, 1187.423
4779,1186.327, 0.012, 1187.423, 0.127, 1187.55
4780,1186.577, 0.25, 1187.55, 0.323, 1187.873
4781,1186.606, 0.028, 1187.873, 0.05, 1187.924
4782,1186.662, 0.056, 1187.924, 0.126, 1188.05
4783,1186.673, 0.011, 1188.05, 0.235, 1188.285
4784,1186.763, 0.09, 1188.285, 0.182, 1188.467
4785,1186.828, 0.066, 1188.467, 0.007, 1188.474
4786,1186.968, 0.14, 1188.474, 0.03, 1188.504
4787,1187.063, 0.095, 1188.504, 0.41, 1188.915
4788,1187.195, 0.132, 1188.915, 0.213, 1189.127
4789,1187.358, 0.163, 1189.127, 0.069, 1189.196
4790,1187.426, 0.068, 1189.196, 0.032, 1189.228
4791,1188.017, 0.591, 1189.228, 0.106, 1189.335
4792,1188.455, 0.437, 1189.335, 0.1, 1189.435
4793,1188.734, 0.279, 1189.435, 0.342, 1189.777
4794,1189.319, 0.585, 1189.777, 0.579, 1190.355
4795,1189.388, 0.069, 1190.355, 0.127, 1190.483
4796,1189.519, 0.131, 1190.483, 0.09, 1190.572
4797,1189.689, 0.17, 1190.572, 0.019, 1190.591
4798,1189.791, 0.103, 1190.591, 0.414, 1191.005
4799,1190.186, 0.394, 1191.005, 0.09, 1191.095
4800,1190.527, 0.341, 1191.095, 0.693, 1191.788
4801,1191.007, 0.481, 1191.788, 0.287, 1192.075
4802,1191.32, 0.312, 1192.075, 0.051, 1192.126
4803,1191.402, 0.083, 1192.126, 0.035, 1192.161
4804,1191.545, 0.142, 1192.161, 0.007, 1192.168
4805,1191.764, 0.219, 1192.168, 0.002, 1192.17
4806,1191.822, 0.058, 1192.17, 0.246, 1192.416
4807,1191.825, 0.003, 1192.416, 0.05, 1192.466
4808,1191.849, 0.024, 1192.466, 0.5, 1192.966
4809,1191.887, 0.038, 1192.966, 0.147, 1193.113
4810,1191.916, 0.029, 1193.113, 0.063, 1193.176
4811,1191.976, 0.06, 1193.176, 0.212, 1193.388
4812,1192.129, 0.153, 1193.388, 0.084, 1193.473
4813,1192.236, 0.107, 1193.473, 0.058, 1193.531
4814,1192.717, 0.481, 1193.531, 0.134, 1193.665
4815,1192.876, 0.159, 1193.665, 0.004, 1193.669
4816,1192.963, 0.087, 1193.669, 0.043, 1193.712
4817,1193.074, 0.111, 1193.712, 0.104, 1193.816
4818,1193.422, 0.348, 1193.816, 0.525, 1194.341
4819,1193.649, 0.227, 1194.341, 0.235, 1194.577
4820,1194.54, 0.891, 1194.577, 0.413, 1194.99
4821,1194.637, 0.097, 1194.99, 0.034, 1195.024
4822,1194.795, 0.158, 1195.024, 0.044, 1195.068
4823,1194.983, 0.188, 1195.068, 0.236, 1195.304
4824,1195.551, 0.568, 1195.551, 0.006, 1195.557
4825,1195.716, 0.164, 1195.716, 0.019, 1195.735
4826,1195.902, 0.186, 1195.902, 0.194, 1196.096
4827,1195.933, 0.031, 1196.096, 1.27, 1197.366
4828,1195.993, 0.06, 1197.366, 0.267, 1197.633
4829,1196.285, 0.292, 1197.633, 0.111, 1197.744
4830,1196.39, 0.105, 1197.744, 0.265, 1198.009
4831,1196.955, 0.565, 1198.009, 0.155, 1198.164
4832,1197.089, 0.134, 1198.164, 0.102, 1198.266
4833,1197.267, 0.178, 1198.266, 0.112, 1198.378
4834,1197.534, 0.267, 1198.378, 0.004, 1198.383
4835,1197.585, 0.051, 1198.383, 0.115, 1198.498
4836,1197.969, 0.384, 1198.498, 0.001, 1198.499
4837,1198.121, 0.153, 1198.499, 0.215, 1198.713
4838,1198.202, 0.08, 1198.713, 0.191, 1198.904
4839,1198.23, 0.029, 1198.904, 0.045, 1198.949
4840,1198.675, 0.445, 1198.949, 0.139, 1199.089
4841,1198.683, 0.008, 1199.089, 0.399, 1199.488
4842,1198.878, 0.195, 1199.488, 0.42, 1199.908
4843,1199.007, 0.129, 1199.908, 0.471, 1200.379
4844,1199.041, 0.034, 1200.379, 0.099, 1200.478
4845,1199.239, 0.198, 1200.478, 0.281, 1200.758
4846,1200.11, 0.871, 1200.758, 0.013, 1200.772
4847,1200.129, 0.02, 1200.772, 0.181, 1200.953
4848,1200.185, 0.055, 1200.953, 0.334, 1201.287
4849,1201.351, 1.166, 1201.351, 0.527, 1201.878
4850,1201.845, 0.494, 1201.878, 0.142, 1202.02
4851,1201.938, 0.093, 1202.02, 0.113, 1202.134
4852,1202.065, 0.126, 1202.134, 0.28, 1202.414
4853,1202.17, 0.105, 1202.414, 0.213, 1202.627
4854,1203.014, 0.844, 1203.014, 0.005, 1203.02
4855,1203.062, 0.048, 1203.062, 0.077, 1203.139
4856,1203.62, 0.558, 1203.62, 0.028, 1203.648
4857,1203.657, 0.037, 1203.657, 0.088, 1203.745
4858,1203.794, 0.137, 1203.794, 0.123, 1203.917
4859,1204.742, 0.948, 1204.742, 0.005, 1204.747
4860,1204.802, 0.06, 1204.802, 0.39, 1205.192
4861,1204.85, 0.048, 1205.192, 0.54, 1205.732
4862,1205.049, 0.199, 1205.732, 0.177, 1205.909
4863,1205.19, 0.141, 1205.909, 0.009, 1205.918
4864,1206.212, 1.022, 1206.212, 0.042, 1206.254
4865,1206.485, 0.273, 1206.485, 0.068, 1206.553
4866,1206.564, 0.079, 1206.564, 0.33, 1206.894
4867,1207.093, 0.529, 1207.093, 0.254, 1207.346
4868,1207.466, 0.373, 1207.466, 0.528, 1207.994
4869,1207.534, 0.068, 1207.994, 0.264, 1208.257
4870,1207.583, 0.049, 1208.257, 0.073, 1208.331
4871,1207.659, 0.076, 1208.331, 0.087, 1208.418
4872,1207.725, 0.066, 1208.418, 0.068, 1208.485
4873,1207.925, 0.2, 1208.485, 0.014, 1208.499
4874,1208.129, 0.204, 1208.499, 0.205, 1208.705
4875,1208.373, 0.244, 1208.705, 0.085, 1208.79
4876,1208.885, 0.512, 1208.885, 0.137, 1209.022
4877,1209.046, 0.162, 1209.046, 0.163, 1209.21
4878,1209.622, 0.575, 1209.622, 0.597, 1210.219
4879,1209.702, 0.08, 1210.219, 0.171, 1210.391
4880,1209.767, 0.065, 1210.391, 0.123, 1210.514
4881,1209.788, 0.021, 1210.514, 0.027, 1210.541
4882,1210.052, 0.264, 1210.541, 0.042, 1210.583
4883,1210.886, 0.834, 1210.886, 0.161, 1211.047
4884,1210.961, 0.075, 1211.047, 0.005, 1211.052
4885,1211.484, 0.523, 1211.484, 0.103, 1211.588
4886,1211.573, 0.089, 1211.588, 0.032, 1211.62
4887,1211.828, 0.255, 1211.828, 0.019, 1211.847
4888,1211.867, 0.039, 1211.867, 0.233, 1212.1
4889,1211.883, 0.016, 1212.1, 0.144, 1212.244
4890,1211.885, 0.002, 1212.244, 0.024, 1212.268
4891,1212.153, 0.268, 1212.268, 0.141, 1212.41
4892,1212.807, 0.654, 1212.807, 0.333, 1213.14
4893,1213.129, 0.322, 1213.14, 0.27, 1213.41
4894,1213.264, 0.134, 1213.41, 0.12, 1213.531
4895,1213.455, 0.192, 1213.531, 0.179, 1213.71
4896,1213.701, 0.245, 1213.71, 0.202, 1213.911
